1001	85967814E42	1735.0	04/28/1995	1735.0
1002	85967814E42	1735.0	05/28/1995	3470.0
1003	85967814E42	1735.0	06/27/1995	5205.0
1004	85967814E42	1735.0	07/27/1995	6940.0
1005	85967814E42	1735.0	08/26/1995	8675.0
1006	85967814E42	1735.0	09/25/1995	10410.0
1007	85967814E42	1735.0	10/25/1995	12145.0
1008	85967814E42	1735.0	11/24/1995	13880.0
1009	85967814E42	1735.0	12/24/1995	15615.0
1010	85967814E42	1735.0	01/23/1996	17350.0
1011	85967814E42	1735.0	02/22/1996	19085.0
1012	85967814E42	1735.0	03/23/1996	20820.0
1013	85967814E42	1735.0	04/22/1996	22555.0
1014	85967814E42	1735.0	05/22/1996	24290.0
1015	85967814E42	1735.0	06/21/1996	26025.0
1016	85967814E42	1735.0	07/21/1996	27760.0
1017	85967814E42	1735.0	08/20/1996	29495.0
1018	85967814E42	1735.0	09/19/1996	31230.0
1019	85967814E42	1735.0	10/19/1996	32965.0
1020	85967814E42	1735.0	11/18/1996	34700.0
1021	85967814E42	1735.0	12/18/1996	36435.0
1022	85967814E42	1735.0	01/17/1997	38170.0
1023	85967814E42	1735.0	02/16/1997	39905.0
1024	85967814E42	1735.0	03/18/1997	41640.0
1025	85967814E42	1735.0	04/17/1997	43375.0
1026	85967814E42	1735.0	05/17/1997	45110.0
1027	85967814E42	1735.0	06/16/1997	46845.0
1028	85967814E42	1735.0	07/16/1997	48580.0
1029	85967814E42	1735.0	08/15/1997	50315.0
1030	85967814E42	1735.0	09/14/1997	52050.0
1031	85967814E42	1735.0	10/14/1997	53785.0
1032	85967814E42	1735.0	11/13/1997	55520.0
1033	85967814E42	1735.0	12/13/1997	57255.0
1034	85967814E42	1735.0	01/12/1998	58990.0
1035	85967814E42	1735.0	02/11/1998	60725.0
1036	85967814E42	1735.0	03/13/1998	62460.0
1037	85967814E42	1735.0	04/12/1998	64195.0
1038	85967814E42	1735.0	05/12/1998	65930.0
1039	85967814E42	1735.0	06/11/1998	67665.0
1040	85967814E42	1735.0	07/11/1998	69400.0
1041	85967814E42	1735.0	08/10/1998	71135.0
1042	85967814E42	1735.0	09/09/1998	72870.0
1043	85967814E42	1735.0	10/09/1998	74605.0
1044	85967814E42	1735.0	11/08/1998	76340.0
1045	85967814E42	1735.0	12/08/1998	78075.0
1046	85967814E42	1735.0	01/07/1999	79810.0
1047	85967814E42	1735.0	02/06/1999	81545.0
